county/sub_county,total,farming,crop_production,livestock_production,aquaculture,fishing,irrigation,maize,sorghum,rice,potatoes,beans,cassava,sweet_potatoes,wheat,green_grams,bananas,cabbages,tomatoes,onions,ground_nuts,millet,watermelons,kales,sugarcane,cotton,exotic_cattle_0dairy,exotic_cattle_0beef,indigenous_cattle,sheep,goats,camels,donkeys,pigs,indigenous_chicken,exotic_chicken_layers,exotic_chicken_broilers,beehives,rabbits,fish_ponds,fish_cages
MATHIRA WEST,19020,15919.0,15242,11854,75,139,2272,14301.0,151.0,0.0,13009.0,13485.0,2048.0,3869.0,72.0,133.0,10735.0,3105.0,1204.0,1492.0,0.0,0.0,5531.0,2539.0,0.0,0.0,4907,516,2295,3675,4188,0.0,23,294.0,8785,625,171,347,800,66.0,9.0
NYERI SOUTH,28228,21243.0,20337,15458,92,222,1012,17672.0,137.0,0.0,13064.0,15126.0,1099.0,5291.0,92.0,343.0,13483.0,9351.0,1887.0,4813.0,0.0,0.0,13022.0,2820.0,0.0,0.0,7718,1186,2573,2538,4863,0.0,3,320.0,8720,1470,353,323,1198,83.0,9.0
MUKURWE0INI,27040,22973.0,22075,18730,113,200,1352,20938.0,484.0,0.0,5816.0,19153.0,4756.0,6743.0,116.0,104.0,17368.0,1636.0,1437.0,1900.0,0.0,0.0,9201.0,4313.0,0.0,0.0,10494,1671,1665,1553,10379,0.0,3,229.0,12457,1443,410,538,1406,109.0,8.0
NYERI CENTRAL,49945,18108.0,16311,11956,80,134,1311,14736.0,172.0,0.0,13184.0,13326.0,1413.0,3853.0,171.0,172.0,9254.0,3345.0,1574.0,2216.0,0.0,0.0,7009.0,2294.0,0.0,0.0,4251,562,1716,2841,4029,0.0,37,374.0,7832,1165,346,262,674,77.0,6.0
MT. KENYA FOREST,101,44.0,43,15,0,0,2,3.0,1.0,0.0,42.0,18.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1,1,8,8,0,0.0,0,0.0,10,0,0,1,0,0.0,0.0
ABERDARE FOREST,79,2.0,2,1,0,0,2,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0
KIRINYAGA,204188,139866.0,130577,97394,702,1796,42309,100197.0,8880.0,21557.0,22133.0,83440.0,20215.0,25556.0,0.0,4285.0,73990.0,18370.0,15866.0,10460.0,2643.0,2049.0,40338.0,19104.0,0.0,0.0,29013,8588,25622,9616,42477,0.0,564,2410.0,74137,4680,2007,2844,8727,606.0,54.0
KIRINYAGA CENTRAL,40225,27890.0,25884,19963,154,235,5645,20599.0,936.0,1399.0,4489.0,16778.0,2785.0,4705.0,0.0,166.0,17432.0,6341.0,3281.0,3631.0,320.0,141.0,10337.0,3704.0,0.0,0.0,7798,2414,3181,1375,8413,0.0,5,782.0,14507,940,452,357,1989,76.0,6.0
KIRINYAGA EAST,44571,36150.0,34695,26424,184,388,7495,26017.0,887.0,1139.0,9543.0,22155.0,8136.0,7676.0,0.0,277.0,26011.0,7674.0,3589.0,3515.0,264.0,498.0,14083.0,7848.0,0.0,0.0,9861,3329,6230,2416,9521,0.0,10,507.0,20145,1426,589,1527,2465,179.0,17.0
KIRINYAGA WEST,38309,27280.0,25922,19503,195,484,5012,22028.0,1436.0,1193.0,2302.0,19144.0,4494.0,7243.0,0.0,299.0,17617.0,2966.0,1803.0,2284.0,319.0,304.0,7961.0,4392.0,0.0,0.0,7548,1859,3531,1882,9961,0.0,19,396.0,14535,963,409,439,2032,191.0,17.0
MWEA EAST,46340,25729.0,23390,16853,108,363,12563,17855.0,2136.0,7991.0,5477.0,14361.0,2989.0,3226.0,0.0,1530.0,7892.0,957.0,3014.0,670.0,498.0,807.0,4659.0,2096.0,0.0,0.0,2280,633,6508,1956,8649,0.0,196,360.0,13335,738,344,373,1339,102.0,7.0
MWEA WEST,34720,22809.0,20680,14647,61,326,11594,13695.0,3485.0,9835.0,322.0,10999.0,1811.0,2705.0,0.0,2013.0,5037.0,430.0,4177.0,360.0,1242.0,299.0,3296.0,1064.0,0.0,0.0,1525,352,6172,1987,5933,0.0,334,365.0,11612,613,213,148,902,58.0,7.0
MT. KENYA FOREST,23,8.0,6,4,0,0,0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,0,0.0,0,0.0,3,0,0,0,0,0.0,0.0
MURANG'A,318105,231400.0,219973,175123,450,1345,11205,202745.0,6021.0,0.0,91878.0,177211.0,49778.0,60504.0,0.0,3208.0,144925.0,35857.0,13611.0,26806.0,0.0,0.0,86317.0,21753.0,0.0,0.0,82912,17983,30738,22478,66761,0.0,621,11053.0,117623,10341,3161,3488,14565,428.0,36.0
MURANG'A EAST,34734,21474.0,20308,16339,58,211,1310,19674.0,1209.0,0.0,4080.0,18506.0,6365.0,5912.0,0.0,288.0,12802.0,508.0,840.0,1172.0,0.0,0.0,3511.0,2443.0,0.0,0.0,5511,909,4319,1338,9341,0.0,19,338.0,12245,969,264,326,1292,54.0,6.0
KANGEMA,25293,20585.0,19897,15788,35,84,501,18294.0,162.0,0.0,8612.0,14126.0,3079.0,6542.0,0.0,439.0,13971.0,7310.0,989.0,5146.0,0.0,0.0,12736.0,2770.0,0.0,0.0,8528,2299,2175,2785,6191,0.0,0,189.0,8654,1647,395,295,1506,35.0,2.0
MATHIOYA,28400,23395.0,22656,18202,43,128,902,20339.0,144.0,0.0,10072.0,16968.0,3485.0,6725.0,0.0,400.0,15506.0,4847.0,1293.0,3811.0,0.0,0.0,11983.0,1862.0,0.0,0.0,10944,2050,2222,2269,7060,0.0,4,247.0,10618,1798,510,361,1606,41.0,3.0
KAHURO,26930,23127.0,22332,18940,44,103,789,20102.0,186.0,0.0,6643.0,17593.0,5203.0,7455.0,0.0,123.0,17333.0,3864.0,1336.0,2921.0,0.0,0.0,10963.0,2047.0,0.0,0.0,11942,2645,1691,3638,6868,0.0,4,263.0,12794,1139,493,256,1267,42.0,3.0
MURANG'A SOUTH,55998,37654.0,35260,27467,79,283,2952,34203.0,2011.0,0.0,12936.0,31932.0,12222.0,9470.0,0.0,681.0,20062.0,941.0,2800.0,1545.0,0.0,0.0,7831.0,3037.0,0.0,0.0,8616,1521,6484,2705,12698,0.0,288,2876.0,21579,926,397,706,2739,74.0,8.0
GATANGA,55461,35429.0,32990,25793,74,234,1791,29265.0,1388.0,0.0,15923.0,26024.0,5932.0,6959.0,0.0,734.0,20722.0,6333.0,2421.0,4153.0,0.0,0.0,12711.0,2902.0,0.0,0.0,9867,3239,5856,2763,10904,0.0,131,1483.0,17661,1255,367,863,1964,73.0,3.0
KIGUMO,40552,31110.0,29917,23808,63,119,936,26237.0,345.0,0.0,10591.0,20959.0,4411.0,5784.0,0.0,364.0,16971.0,7138.0,1355.0,4143.0,0.0,0.0,12360.0,1483.0,0.0,0.0,13140,2692,3962,4274,5345,0.0,33,1480.0,14926,1204,379,285,1733,59.0,6.0
KANDARA,50704,38624.0,36611,28785,54,183,2024,34630.0,576.0,0.0,23019.0,31103.0,9081.0,11657.0,0.0,179.0,27558.0,4914.0,2577.0,3914.0,0.0,0.0,14221.0,5209.0,0.0,0.0,14364,2628,4028,2706,8354,0.0,142,4177.0,19145,1403,356,396,2458,50.0,5.0
ABERDARE FOREST,33,2.0,2,1,0,0,0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0.0,0,0.0,1,0,0,0,0,0.0,0.0
KIAMBU,795241,214052.0,177419,147137,417,1317,14835,144125.0,0.0,0.0,108457.0,120887.0,9816.0,18416.0,0.0,0.0,74810.0,41121.0,17996.0,28684.0,0.0,0.0,103524.0,19981.0,0.0,0.0,67014,9559,10511,30251,21854,0.0,3891,9731.0,92248,14138,4156,1535,7577,379.0,52.0
GATUNDU NORTH,31472,21532.0,19457,15368,23,75,716,14604.0,0.0,0.0,9382.0,11788.0,1170.0,3276.0,0.0,0.0,12602.0,3163.0,1568.0,2023.0,0.0,0.0,7309.0,2228.0,0.0,0.0,8476,1752,1090,3478,3425,0.0,38,334.0,8758,1580,271,261,1025,22.0,3.0
GATUNDU SOUTH,35609,25074.0,23552,17818,62,146,740,20819.0,0.0,0.0,17143.0,18372.0,2420.0,4625.0,0.0,0.0,17800.0,4400.0,1837.0,3373.0,0.0,0.0,11440.0,4949.0,0.0,0.0,10414,1615,1195,4686,3028,0.0,21,483.0,11795,1241,383,256,930,55.0,10.0
GITHUNGURI,49426,29745.0,26504,21117,31,113,1734,23166.0,0.0,0.0,16428.0,18081.0,1484.0,2396.0,0.0,0.0,16563.0,7734.0,3565.0,4711.0,0.0,0.0,16009.0,3922.0,0.0,0.0,14861,1336,1230,2418,2105,0.0,103,911.0,12195,1672,530,164,849,27.0,4.0
JUJA,104301,15859.0,9564,11395,50,192,1658,7436.0,0.0,0.0,2362.0,6226.0,1062.0,1416.0,0.0,0.0,2618.0,1021.0,1514.0,1316.0,0.0,0.0,3870.0,1046.0,0.0,0.0,1457,303,1148,1659,2595,0.0,205,452.0,9001,1077,402,94,808,45.0,8.0
KABETE,66710,15713.0,11756,10463,32,66,2681,8812.0,0.0,0.0,5859.0,7216.0,231.0,501.0,0.0,0.0,2999.0,1917.0,811.0,1657.0,0.0,0.0,8232.0,808.0,0.0,0.0,4188,600,464,1352,899,0.0,130,2176.0,5159,1116,322,41,401,29.0,3.0
KIAMBAA,80332,13339.0,10223,8350,18,68,909,8788.0,0.0,0.0,5605.0,7620.0,461.0,973.0,0.0,0.0,4482.0,1404.0,1091.0,1331.0,0.0,0.0,6127.0,1208.0,0.0,0.0,2673,364,540,1415,1144,0.0,114,1230.0,4659,930,322,61,381,17.0,2.0
KIAMBU,47275,10505.0,7831,6907,28,80,728,6657.0,0.0,0.0,3172.0,5238.0,570.0,737.0,0.0,0.0,4229.0,835.0,909.0,955.0,0.0,0.0,3833.0,1477.0,0.0,0.0,2156,289,318,874,1251,0.0,51,1413.0,3919,946,325,86,429,28.0,4.0
KIKUYU,60686,17693.0,14832,11772,26,70,876,13449.0,0.0,0.0,12438.0,12733.0,338.0,782.0,0.0,0.0,3174.0,2178.0,1259.0,2421.0,0.0,0.0,8210.0,1054.0,0.0,0.0,3771,479,575,2447,1896,0.0,957,1336.0,8393,1066,321,141,416,25.0,1.0
LARI,38592,25602.0,23860,18031,40,72,1219,16282.0,0.0,0.0,19240.0,12158.0,305.0,1089.0,0.0,0.0,4896.0,12078.0,1578.0,4917.0,0.0,0.0,20622.0,780.0,0.0,0.0,11369,1636,1547,6324,1007,0.0,988,144.0,11012,1646,387,178,1110,38.0,3.0
LIMURU,49174,19202.0,16888,12561,25,69,1003,14312.0,0.0,0.0,14217.0,13413.0,179.0,540.0,0.0,0.0,1617.0,4908.0,1344.0,3755.0,0.0,0.0,11999.0,567.0,0.0,0.0,5747,745,648,3982,1168,0.0,1106,536.0,7653,1238,247,127,471,22.0,4.0
RUIRU,129470,8590.0,5013,5960,37,105,1003,3554.0,0.0,0.0,970.0,2756.0,478.0,689.0,0.0,0.0,1423.0,681.0,939.0,885.0,0.0,0.0,2367.0,807.0,0.0,0.0,748,217,407,626,1226,0.0,112,287.0,4402,827,341,35,320,32.0,6.0
THIKA EAST,12736,4700.0,3739,3340,17,125,863,3304.0,0.0,0.0,752.0,3024.0,620.0,634.0,0.0,0.0,1111.0,305.0,651.0,563.0,0.0,0.0,1472.0,458.0,0.0,0.0,389,50,1123,678,1246,0.0,47,107.0,2673,150,36,67,212,17.0,0.0
THIKA WEST,89458,6498.0,4200,4055,28,136,705,2942.0,0.0,0.0,889.0,2262.0,498.0,758.0,0.0,0.0,1296.0,497.0,930.0,777.0,0.0,0.0,2034.0,677.0,0.0,0.0,765,173,226,312,864,0.0,19,322.0,2629,649,269,24,225,22.0,4.0
TURKANA,164519,61209.0,14240,56643,398,4522,4968,9751.0,10225.0,0.0,0.0,0.0,0.0,0.0,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,2917.0,1827.0,0.0,0.0,0.0,561,308,10117,40870,52740,15589.0,13570,67.0,5501,695,466,302,45,333.0,101.0
KIBISH,5805,3955.0,148,3896,18,20,64,85.0,24.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,46.0,0.0,0.0,0.0,88,53,2196,3404,3707,526.0,2294,1.0,190,23,24,2,4,16.0,0.0
LOIMA,19438,9743.0,2584,9157,63,91,1072,1732.0,2167.0,0.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,201.0,0.0,0.0,0.0,91,39,976,5896,8656,2616.0,1565,17.0,1055,161,130,53,13,56.0,11.0
TURKANA CENTRAL,38173,11229.0,2646,10671,120,2659,743,1392.0,2122.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,834.0,198.0,0.0,0.0,0.0,101,62,330,7132,9785,1826.0,731,14.0,1442,200,108,8,12,106.0,41.0
TURKANA EAST,17981,9618.0,2845,8759,54,69,1497,2695.0,1922.0,0.0,0.0,0.0,0.0,0.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,272.0,0.0,0.0,0.0,73,38,2714,7482,8223,4243.0,2735,13.0,801,92,49,136,3,54.0,5.0
TURKANA NORTH,13119,6956.0,161,6931,53,1576,45,53.0,25.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0,0.0,0.0,57,41,425,4309,6526,1484.0,1172,5.0,548,48,44,3,1,27.0,30.0
TURKANA SOUTH,24552,10257.0,2979,8703,39,63,1196,2824.0,1518.0,0.0,0.0,0.0,0.0,0.0,607.0,0.0,0.0,0.0,0.0,0.0,0.0,785.0,780.0,0.0,0.0,0.0,68,20,902,6178,8059,2447.0,1203,5.0,907,106,74,65,4,31.0,3.0
TURKANA WEST,45451,9451.0,2877,8526,51,44,351,970.0,2447.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,268.0,0.0,0.0,0.0,83,55,2574,6469,7784,2447.0,3870,12.0,558,65,37,35,8,43.0,11.0
WEST POKOT,116182,89828.0,80186,78534,620,397,8095,75323.0,18754.0,11316.0,43812.0,2126.0,2942.0,0.0,2193.0,14413.0,8146.0,4808.0,10145.0,1140.0,11759.0,1035.0,18662.0,4006.0,0.0,0.0,11076,3253,51874,40004,48267,3281.0,3378,64.0,52039,2376,1419,15207,228,518.0,87.0
